Symbol,Name,Outstanding,IPO Year,Sector,Industry
AIV,Apartment Investment and Management Company Common Stock,147916884,1994,Real Estate,Real Estate Investment Trusts
AIXI,XIAO-I Corporation American Depositary Shares,72046775,2023,Technology,Computer Software: Prepackaged Software
AIZ,Assurant Inc. Common Stock,53022686,2004,Finance,Specialty Insurers
AIZN,Assurant Inc. 5.25% Subordinated Notes due 2061,53022687,2020,Finance,Specialty Insurers
AJG,Arthur J. Gallagher & Co. Common Stock,215506000,,Finance,Specialty Insurers
AJX,Great Ajax Corp. Common Stock,23627780,2015,Real Estate,Real Estate Investment Trusts
AJXA,Great Ajax Corp. 7.25% Convertible Senior Notes due 2024,23627779,2017,Real Estate,Real Estate Investment Trusts
AKA,a.k.a. Brands Holding Corp. Common Stock,129113106,2021,Consumer Discretionary,Catalog/Specialty Distribution
AKAM,Akamai Technologies Inc. Common Stock,151713297,1999,Consumer Discretionary,Business Services
AKAN,Akanda Corp. Common Shares,3880000,2022,Health Care, Medicinal Chemicals and Botanical Products 
AKBA,Akebia Therapeutics Inc. Common Stock,185928120,2014,Health Care,Biotechnology: Pharmaceutical Preparations
AKLI,Akili Inc. Common Stock,78156467,2021,Technology,Computer Software: Prepackaged Software
AKO/A,Embotelladora Andina S.A.,-1,,Miscellaneous,Miscellaneous
AKO/B,Embotelladora Andina S.A.,-1,,Miscellaneous,Miscellaneous
AKR,Acadia Realty Trust Common Stock,95305347,,Real Estate,Real Estate Investment Trusts
AKRO,Akero Therapeutics Inc. Common Stock,50086978,2019,Health Care,Biotechnology: Pharmaceutical Preparations
AKTS,Akoustis Technologies Inc. Common Stock,71640148,,Utilities,Telecommunications Equipment
AKTX,Akari Therapeutics plc ADS,74449170,,Health Care,Biotechnology: Pharmaceutical Preparations
AKU,Akumin Inc. Common Stock (DE),90498494,,Miscellaneous,Miscellaneous
AKYA,Akoya BioSciences Inc. Common Stock,48940866,2021,Industrials,Medical Specialities
AL,Air Lease Corporation Class A Common Stock,111027251,2011,Consumer Discretionary,Diversified Commercial Services
AL^A,Air Lease Corporation 6.150% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A,-1,,Miscellaneous,Miscellaneous
ALAR,Alarum Technologies Ltd. American Depositary Share,3300000,2018,Technology,Computer Software: Prepackaged Software
ALB,Albemarle Corporation Common Stock,117346775,,Industrials,Major Chemicals
ALBT,Avalon GloboCare Corp. Common Stock,10164306,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALC,Alcon Inc. Ordinary Shares,499699999,2019,Health Care,Ophthalmic Goods
ALCC,AltC Acquisition Corp. Class A Common Stock,0,2021,Finance,Blank Checks
ALCO,Alico Inc. Common Stock,7610550,,Miscellaneous,Miscellaneous
ALCY,Alchemy Investments Acquisition Corp 1 Class A Ordinary Shares,0,2023,Finance,Blank Checks
ALCYU,Alchemy Investments Acquisition Corp 1 Units,0,2023,Finance,Blank Checks
ALDX,Aldeyra Therapeutics Inc. Common Stock,58595850,2014,Health Care,Biotechnology: Pharmaceutical Preparations
ALE,Allete Inc.,57398158,,Utilities,Power Generation
ALEC,Alector Inc. Common Stock,83830300,2019,Health Care,Biotechnology: Pharmaceutical Preparations
ALEX,Alexander & Baldwin Inc. Common Stock REIT Holding Company,72625000,,Real Estate,Real Estate Investment Trusts
ALG,Alamo Group Inc. Common Stock,32972467,,Industrials,Industrial Machinery/Components
ALGM,Allegro MicroSystems Inc. Common Stock,192376419,2020,Technology,Semiconductors
ALGN,Align Technology Inc. Common Stock,76533704,2001,Health Care,Industrial Specialties
ALGS,Aligos Therapeutics Inc. Common Stock,43502581,2020,Health Care,Biotechnology: Pharmaceutical Preparations
ALGT,Allegiant Travel Company Common Stock,18447113,2006,Consumer Discretionary,Air Freight/Delivery Services
ALHC,Alignment Healthcare Inc. Common Stock,188404844,2021,Health Care,Medical Specialities
ALIM,Alimera Sciences Inc. Common Stock,7404826,2010,Health Care,Biotechnology: Pharmaceutical Preparations
ALIT,Alight Inc. Class A Common Stock,557272936,2021,Technology,EDP Services
ALK,Alaska Air Group Inc. Common Stock,127224437,,Consumer Discretionary,Air Freight/Delivery Services
ALKS,Alkermes plc Ordinary Shares,166558734,1991,Health Care,Biotechnology: Pharmaceutical Preparations
ALKT,Alkami Technology Inc. Common Stock,94228876,2021,Technology,EDP Services
ALL,Allstate Corporation (The) Common Stock,261573753,,Finance,Property-Casualty Insurers
ALL^B,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,-1,,Miscellaneous,Miscellaneous
ALL^H,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series H,-1,,Miscellaneous,Miscellaneous
ALL^I,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series I,-1,,Miscellaneous,Miscellaneous
ALL^J,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series J,-1,,Miscellaneous,Miscellaneous
ALLE,Allegion plc Ordinary Shares,87780016,2013,Consumer Discretionary,Diversified Commercial Services
ALLG,Allego N.V. Ordinary Share,267180000,2022,Consumer Discretionary,Other Specialty Stores
ALLK,Allakos Inc. Common Stock,86917706,2018,Health Care,Biotechnology: Pharmaceutical Preparations
ALLO,Allogene Therapeutics Inc. Common Stock,167626365,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALLR,Allarity Therapeutics Inc. Common Stock,503565,,Health Care,Biotechnology: Pharmaceutical Preparations
ALLT,Allot Ltd. Ordinary Shares,37370000,2006,Telecommunications,Computer Communications Equipment
ALLY,Ally Financial Inc. Common Stock,301618768,2014,Finance,Major Banks
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,125000651,2004,Health Care,Biotechnology: Pharmaceutical Preparations
ALORW,ALSP Orchid Acquisition Corporation I Warrant,0,2022,Finance,Blank Checks
ALOT,AstroNova Inc. Common Stock,7417715,1983,Technology,Computer peripheral equipment
ALPN,Alpine Immune Sciences Inc. Common Stock,47965834,2015,Health Care,Biotechnology: Pharmaceutical Preparations
ALPP,Alpine 4 Holdings Inc. Class A Common Stock,25182979,,Telecommunications,Telecommunications Equipment
ALRM,Alarm.com Holdings Inc. Common Stock,49906141,2015,Technology,Computer Software: Prepackaged Software
ALRN,Aileron Therapeutics Inc. Common Stock,4541166,2017,Health Care,Biotechnology: Pharmaceutical Preparations
ALRS,Alerus Financial Corporation Common Stock,19914884,2019,Finance,Major Banks
ALSA,Alpha Star Acquisition Corporation Ordinary Shares,0,2022,Finance,Blank Checks
ALSAW,Alpha Star Acquisition Corporation Warrants,0,2022,Finance,Blank Checks
ALSN,Allison Transmission Holdings Inc. Common Stock,89534833,2012,Consumer Discretionary,Auto Parts:O.E.M.
ALT,Altimmune Inc. Common Stock,49292189,,Health Care,Biotechnology: Pharmaceutical Preparations
ALTG,Alta Equipment Group Inc. Class A Common Stock,32368111,2019,Industrials,Industrial Machinery/Components
ALTG^A,Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock),-1,,Miscellaneous,Miscellaneous
ALTI,AlTi Global Inc. Class A Common Stock,113028474,2021,Finance,Investment Managers
ALTO,Alto Ingredients Inc. Common Stock,75911373,,Industrials,Major Chemicals
ALTR,Altair Engineering Inc. Class A Common Stock,81237365,2017,Technology,Computer Software: Prepackaged Software
ALTU,Altitude Acquisition Corp. Class A Common Stock,0,2021,Finance,Blank Checks
ALTUW,Altitude Acquisition Corp. Warrant,0,2021,Finance,Blank Checks
ALUR,Allurion Technologies Inc. Common Stock,0,,Miscellaneous,Miscellaneous
ALV,Autoliv Inc. Common Stock,85376775,,Consumer Discretionary,Auto Parts:O.E.M.
ALVO,Alvotech Ordinary Shares,263510000,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALVOW,Alvotech Warrant,248649505,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALVR,AlloVir Inc. Common Stock,113868112,2020,Health Care,Biotechnology: Pharmaceutical Preparations
ALX,Alexander's Inc. Common Stock,5107290,,Real Estate,Real Estate Investment Trusts
ALXO,ALX Oncology Holdings Inc. Common Stock,40869134,2020,Health Care,Biotechnology: Pharmaceutical Preparations
ALYA,Alithya Group inc. Class A Subordinate Voting Shares,95195816,,Technology,Computer Software: Programming Data Processing
ALZN,Alzamend Neuro Inc. Common Stock,96940125,2021,Health Care, Medicinal Chemicals and Botanical Products 
AM,Antero Midstream Corporation Common Stock,479678273,2017,Utilities,Natural Gas Distribution
AMAL,Amalgamated Financial Corp. Common Stock (DE),30456208,2018,Finance,Commercial Banks
AMAM,Ambrx Biopharma Inc. American Depositary Shares,434070056,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AMAO,American Acquisition Opportunity Inc. Class A Common Stock,0,2021,Miscellaneous,Multi-Sector Companies
AMAOU,American Acquisition Opportunity Inc. Units,0,2021,Miscellaneous,Multi-Sector Companies
AMAOW,American Acquisition Opportunity Inc. Warrant,0,2021,Miscellaneous,Multi-Sector Companies
AMAT,Applied Materials Inc. Common Stock,839747414,1972,Technology,Semiconductors
AMBA,Ambarella Inc. Ordinary Shares,39602437,2012,Technology,Semiconductors
AMBC,Ambac Financial Group Inc. Common Stock,45303997,,Finance,Property-Casualty Insurers
AMBI,Ambipar Emergency Response Class A Ordinary Shares,55429850,,Industrials,Environmental Services
AMBO,Ambow Education Holding Ltd. American Depository Shares each representing two Class A ordinary shares,26063760,,Consumer Discretionary,Educational Services
AMBP,Ardagh Metal Packaging S.A. Ordinary Shares,597590000,,Industrials,Containers/Packaging
AMC,AMC Entertainment Holdings Inc. Class A Common Stock,1514598802,2013,Consumer Discretionary,Movies/Entertainment
AMCR,Amcor plc Ordinary Shares,1471443801,2019,Consumer Discretionary,Miscellaneous manufacturing industries
AMCX,AMC Networks Inc. Class A Common Stock,43504678,,Telecommunications,Cable & Other Pay Television Services
AMD,Advanced Micro Devices Inc. Common Stock,1615671380,,Technology,Semiconductors
AME,AMETEK Inc.,230712117,,Industrials,Industrial Machinery/Components
AMED,Amedisys Inc Common Stock,32607894,,Health Care,Medical/Nursing Services
AMEH,Apollo Medical Holdings Inc. Common Stock,57547215,,Consumer Discretionary,Professional Services
AMG,Affiliated Managers Group Inc. Common Stock,35046930,,Finance,Investment Managers
AMGN,Amgen Inc. Common Stock,534901180,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,362001331,2013,Real Estate,Real Estate Investment Trusts
AMH^G,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,-1,,Miscellaneous,Miscellaneous
AMH^H,American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest,-1,,Miscellaneous,Miscellaneous
AMK,AssetMark Financial Holdings Inc. Common Stock,74262033,2019,Finance,Investment Managers
AMKR,Amkor Technology Inc. Common Stock,245729666,1998,Technology,Semiconductors
AMLI,American Lithium Corp. Common Stock,214655451,,Basic Materials,Metal Mining
AMLX,Amylyx Pharmaceuticals Inc. Common Stock,67176066,2022,Health Care,Biotechnology: Pharmaceutical Preparations
AMN,AMN Healthcare Services Inc,37988128,,Health Care,Assisted Living Services
AMNB,American National Bankshares Inc. Common Stock,10623778,,Finance,Major Banks
AMOT,Allied Motion Technologies Inc.,16180170,,Industrials,Electrical Products
AMP,Ameriprise Financial Inc. Common Stock,104178786,,Finance,Investment Managers
AMPE,Ampio Pharmaceuticals Inc.,15101490,2022,Health Care,Biotechnology: Pharmaceutical Preparations
AMPG,Amplitech Group Inc. Common Stock,9637113,,Telecommunications,Telecommunications Equipment
AMPGW,Amplitech Group Inc. Warrants,9637113,,Technology,Industrial Machinery/Components
AMPH,Amphastar Pharmaceuticals Inc. Common Stock,48855601,2014,Health Care,Biotechnology: Pharmaceutical Preparations
AMPL,Amplitude Inc. Class A Common Stock,117966302,,Technology,EDP Services
AMPS,Altus Power Inc. Class A Common Stock,159996203,2021,Utilities,Electric Utilities: Central
AMPX,Amprius Technologies Inc. Common Stock,84971565,2022,Miscellaneous,Industrial Machinery/Components
AMPY,Amplify Energy Corp. Common Stock,38971426,2016,Energy,Oil & Gas Production
AMR,Alpha Metallurgical Resources Inc. Common Stock,13687474,2018,Energy,Coal Mining
AMRC,Ameresco Inc. Class A Common Stock,52200760,2010,Consumer Discretionary,Engineering & Construction
AMRK,A-Mark Precious Metals Inc. Common Stock,23260605,,Industrials,Other Specialty Stores
AMRN,Amarin Corporation plc,407909197,,Health Care,Biotechnology: Pharmaceutical Preparations
AMRS,Amyris Inc. Common Stock,369385617,2010,Industrials,Major Chemicals
AMRX,Amneal Pharmaceuticals Inc. Class A Common Stock,305454162,2018,Health Care,Biotechnology: Pharmaceutical Preparations
AMS,American Shared Hospital Services Common Stock,6214000,1988,Health Care,Medical Specialities
AMSC,American Superconductor Corporation Common Stock,30285098,1991,Consumer Discretionary,Metal Fabrications
AMSF,AMERISAFE Inc. Common Stock,19180013,2005,Finance,Property-Casualty Insurers
AMST,Amesite Inc. Common Stock,2545440,2020,Technology,Computer Software: Prepackaged Software
AMSWA,American Software Inc. Class A Common Stock,34166450,,Technology,Computer Software: Prepackaged Software
AMT,American Tower Corporation (REIT) Common Stock,466155520,,Real Estate,Real Estate Investment Trusts
AMTB,Amerant Bancorp Inc. Class A Common Stock,33696505,,Finance,Major Banks
AMTD,AMTD IDEA Group American Depositary Shares each representing two Class A Ordinary Shares,188802094,2019,Finance,Finance: Consumer Services
AMTI,Applied Molecular Transport Inc. Common Stock,39337931,2020,Health Care,Biotechnology: Pharmaceutical Preparations
AMTX,Aemetis Inc. (DE) Common Stock,38847739,,Industrials,Major Chemicals
AMWD,American Woodmark Corporation Common Stock,16635295,1986,Basic Materials,Forest Products
AMWL,American Well Corporation Class A Common Stock,284673537,2020,Technology,Retail: Computer Software & Peripheral Equipment
AMX,America Movil S.A.B. de C.V. American Depositary Shares (each representing the right to receive twenty (20) Series B Shares,3166250000,2023,Telecommunications,Telecommunications Equipment
AMZN,Amazon.com Inc. Common Stock,10317750795,1997,Consumer Discretionary,Catalog/Specialty Distribution
AN,AutoNation Inc. Common Stock,44047628,,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
ANAB,AnaptysBio Inc. Common Stock,26545578,2017,Health Care,Biotechnology: Pharmaceutical Preparations
ANDE,Andersons Inc. (The) Common Stock,33752185,,Industrials,Farming/Seeds/Milling
ANEB,Anebulo Pharmaceuticals Inc. Common Stock,25633216,2021,Health Care,Biotechnology: Pharmaceutical Preparations
ANET,Arista Networks Inc. Common Stock,309580629,2014,Technology,Computer peripheral equipment
ANF,Abercrombie & Fitch Company Common Stock,50064986,,Consumer Discretionary,Clothing/Shoe/Accessory Stores
ANGH,Anghami Inc. Ordinary Shares,26010000,,Consumer Discretionary,Telecommunications Equipment
ANGHW,Anghami Inc. Warrants,26005648,,Consumer Discretionary,Telecommunications Equipment
ANGI,Angi Inc. Class A Common Stock,506283524,,Technology,EDP Services
ANGO,AngioDynamics Inc. Common Stock,39671220,2004,Health Care,Medical/Dental Instruments
ANIK,Anika Therapeutics Inc. Common Stock,14631112,,Health Care,Medical/Dental Instruments
ANIP,ANI Pharmaceuticals Inc.,20175940,,Health Care,Biotechnology: Pharmaceutical Preparations
ANIX,Anixa Biosciences Inc. Common Stock,30924868,,Health Care,Biotechnology: Pharmaceutical Preparations
ANNX,Annexon Inc. Common Stock,53238984,2020,Health Care,Biotechnology: Pharmaceutical Preparations
ANSS,ANSYS Inc. Common Stock,86791072,1996,Miscellaneous,Miscellaneous
ANTE,AirNet Technology Inc. American Depositary Shares,8923687,2007,Consumer Discretionary,Advertising
ANTX,AN2 Therapeutics Inc. Common Stock,19426451,2022,Health Care,Biotechnology: Pharmaceutical Preparations
ANVS,Annovis Bio Inc. Common Stock,9005131,2020,Health Care,Biotechnology: Pharmaceutical Preparations
